,Headlines,label
12874,"Hedge Funds to Make 5-10% in 2009, Survey Finds",-1
14579,Iran says its nuclear program is unchanged,-1
4056,Chad Says It Hit Rebels in Air Raids Inside Sudan,-1
2373,Protestors want 'carnival not confrontation' at Forbes conference,-1
2652,"Chicago Metra considers selling naming rights for train lines, stations",-1
8781,Fighting Around Afghanistan Leaves 50 Dead,-1
3630,US says polar bears are threatened species,-1
14673,Turkish protesters march against Internet censorship,-1
9184,Inquiry ordered into video of US troops urinating on Taliban fighters,-1
8622,Authors question CIA redaction of NYT Op-Ed on Iran policy,-1
6444,London Lord Mayor's Show draws crowds despite bad weather,-1
14161,Married couple scheme issues phony driver's licenses in Virginia,-1
13989,Ukraine: media riddles around the phosphorous cloud,-1
14748,U.N. Warns of Refugee Crisis in Gaza Strip,-1
6424,Empowering Big Investors Carries the Risk of Abuse,-1
5401,Belt-Tightening by N.F.L. Could Dampen Free Agency,-1
14950,Kicking Reality Up a Notch,-1
12089,"Over 100 people die in stampede at Hindu temple near Jodhpur, India",-1
11889,White House predicts US debt will double in 10 years,-1
1470,Scientists uncover oldest known DNA on Earth,-1
7876,Administration Plans to Move Top Iran Expert to White House,-1
6875,Christian Lacroix Files for Protection From Creditors,-1
10072,'Big Brother' contestant Parker Somerville sounds off about the show and his aspirations,-1
10120,30 Seconds With S. L. Price: Handling Death From a Foul Ball,-1
13232,NHL: Ducks take commanding three game lead on Wild,-1
12580,Absolute-Return Funds Try to Conquer the Zigzags,-1
12714,Seabrook city councilman takes heat for words,-1
10197,Football: Ronaldinho signs for Barcelona until 2010,-1
2578,British policewoman shot dead,-1
4077,Wikinews visits the Pacific Orchid Exposition,-1
9405,French Bill Advances to Open Shops on Sunday,-1
387,Double car bombing attack in Mosul kills 26,-1
13589,Coaches Arrive at Same Sideline by Different Paths,-1
4671,Papua New Guinea Culture and Tourism minister charged with attempted murder,-1
7989,"After a Year in Europe, Brandon Jennings Wants to Be Drafted by the Knicks",-1
12617,G.M. May Offer Only Stock to Bondholders,-1
9185,Postal worker saves baby's life,-1
6660,Settlers allegedly steal Palestinian water in the West Bank,-1
827,"Maine resident arrested in Florida for death threats to Bush, Obama",-1
10896,Military storehouse explodes near Sofia,-1
9121,Intel responds to AMD antitrust suit,-1
12681,Howard and Magic Defeat Celtics and Force a Game 7,-1
12540,Hartmarx Accepts Buyout Offer From Emerisque,-1
4105,Unwinding Fed Support,-1
11612,Last WWII Comanche 'code talker' dies,-1
8480,Missed field goal gives Dallas important victory,-1
6072,"ASIO settle out of court, wrongful detention case",-1
1121,"In California, Desalination of Seawater as a Test Case",-1
8120,"English Football: Manchester United News for August 6, 2008",-1
8491,Sharp Decline in Profit at  Washington Post Co.,-1
2543,Women Rise in Academia and Beyond,-1
2825,"In Thin Air of the Alps, Swiss Secrecy Is Vanishing",-1
3815,Suicide bomber kills three people in Afghanistan,-1
13971,Pakistani scientist says government knew about nuclear shipment to North Korea,-1
12720,Toyota Moves Ahead of G.M. in 2008 Sales,-1
11431,Manchester United Faces Tough Test in Portugal,-1
2171,UBS sees net income jump 15 percent,-1
14836,NASCAR driver Montoya wins pole at New Hampshire,-1
557,Former WWE superstar Jeff Hardy arrested on major drug charges,-1
645,S. Korean President Reshuffles Cabinet,-1
6434,Home Price Index Fell Again in November,-1
10498,Justices to Rule on Law Banning the Depiction of Cruelty to Animals,-1
6497,Search for harmful Asian carp in Chicago area turns up nothing,-1
5614,American children's show Reading Rainbow ends 26 year run,-1
11699,"New York's Staten Island Ferry crashes, 60 injured",-1
13541,British foreign secretary: 'President Mugabe persists in his ambition to steal the election',-1
15122,16 dead after U.S. helicopter crashes in Afghanistan,-1
11265,Liberians choose their president,-1
14129,"When Stars Twitter, a Ghost May Be Lurking",-1
4088,Five of six accused over 9/11 to be tried; charges against '20th hijacker' dropped,-1
439,"Citing Cost, States Consider Halting Death Penalty",-1
2087,Economic Signals Surpass Expectations,-1
11700,A380 collides with regional jet at JFK airport,-1
14244,Baseball: Oakland A's pitcher Dallas Braden throws perfect game,-1
7407,Sierra Leone rebel convicts sent to Rwandan jail,-1
6158,Senator Obama's passport records breached in January 2008,-1
542,Tech Mahindra Wins Bid to Control Satyam,-1
7602,Boy dies on Mission Space ride at Disneyworld,-1
12442,"Five killed in mid-air collision over Warwickshire, England",-1
3904,Suicide bomber kills twelve in northwest Pakistan,-1
8062,Nokia Inc. announces plans for iPhone rival,-1
14421,Images show new dimension to Saturn's rings,-1
9061,"Serial killer suspected loose in New York, more bodies found",-1
7124,Crash in Iraq Kills 4 U.S. Soldiers,-1
15878,University's lion mascot out like a lamb after DUI,-1
6564,Dublin travel agents occupy offices against closure,-1
5562,"Amid Passion and Grief, Reminders That Italy Remains a Sleeping Giant",-1
299,Three battalions of the Royal Irish Regiment to disband as part of NI peace process,-1
5241,Israeli President Shimon Peres collapses in Tel Aviv,-1
5125,Officials Say U.S. Wiretaps Exceeded Law,-1
1953,"Is the Beautiful Game's Ethic Money, Glory or Work?",-1
3590,Syria affirms withdrawal intentions,-1
13014,Seeing Old Fenway Park in a Whole New Light,-1
12385,Serbia to apply to join the EU,-1
9428,Teräsbetoni frontman J. Ahola on representing Finland at Eurovision 2008 & more,-1
11178,Observations From a Soggy Week at Bethpage,-1
3560,Czechs and Slovaks celebrate twenty years since Velvet Revolution,-1
12704,US Supreme Court rules Defense of Marriage Act unconstitutional,-1
6882,Two Azerbaijani bloggers jailed,-1
8237,'Black box' found near crash site of Airblue flight,-1
15906,U.S. Helps Palestinians Build Force for Security,-1
2907,English Wikinews publishes 10000th article,-1
14747,World leaders react to death of Osama bin Laden,-1
4268,"Lending Locked, U.S. Tries Trillion-Dollar Key",-1
7591,A Hedge Fund Manager Wins and Moves On,-1
11750,"Africa faces food crisis, UN Security Council told",-1
8398,UK hostage Peter Moore released in Iraq,-1
15807,"Wal-Mart owes back taxes, according to State of Wisconsin",-1
3413,Tour de France: Alberto Contador wins stage 14,-1
5733,U.S. Sen. Larry Craig resigns over sex scandal,-1
12397,Privacy Issue Complicates Push to Link Medical Data,-1
9187,"Chemical weapons used in Iraq by US military, says Italian documentary",-1
2197,Yankees Will Have a While to Think About Latest Loss to Red Sox,-1
2611,New Orleans officials confiscating guns,-1
281,Australia's Governor-General cuts trip short over looming election,-1
9950,A Walled City in Tuscany Clings to Its Ancient Menu,-1
1630,I'll Have Another wins 2012 Preakness Stakes,-1
14080,Age of Aquarius Dawns Again on Madison Ave.,-1
10048,American comedian Harvey Korman dead at age 81,-1
7396,"José Azcona, former president of Honduras, dies at 74",-1
5850,Tour de France: Michael Rasmussen wins stage 16,-1
4978,Fathers for Justice is coming to an end,-1
7522,The Art of Managing to Preserve Your Job,-1
1703,"British government apologises for suggesting the Pope could create a brand of ""Benedict"" condoms",-1
8073,StarOffice 8 launched,-1
5078,US and Iraqi forces kill 250 militants in Najaf fighting,-1
10105,Deficit at U.S. Pension Agency Tops $33 Billion,-1
11719,Labor Chief for Movie and TV Makers to Retire,-1
10893,Internet posting says al-Qaeda plans dirty bomb attack in New York City,-1
7843,"As Passengers Disappear, Airports Scale Back Projects",-1
7589,UK government announces cut in VAT,-1
9152,"Diamond Sales, and Prices, Plunge in Downturn",-1
11696,"British soldier dies in Afghanistan, UK death toll rises to 222",-1
8243,When an Ear Witness Decides the Case,-1
1518,"For 435 Lawmakers, 250 Caucuses to Choose From",-1
14509,Shuttle Discovery moved to VAB ahead of May launch,-1
10172,Sixteen Christian converts arrested in Iran; facing death penalty,-1
8664,Economic Confidence Continues to Fall,-1
6770,Catholic pilgrimage in Donglü blocked by Chinese police again,-1
3625,"Conflicting reports, mounting fear, over Japanese nuclear disaster",-1
341,Pakistani Charged in Mumbai Assault,-1
7154,Moscow gas pipeline catches fire,-1
11678,"Boeing 747 cargo aircraft crashes in Colombia, three dead",-1
13980,Justice Dept. Seeks Equity in Sentences for Cocaine,-1
5269,Alabama wins 2010 American football college title,-1
385,"After Drubbing, U.S. Will Face  Dutch in World Baseball Classic",-1
10132,Lewis Hamilton wins 2008 German Grand Prix,-1
12424,"Car and train collide in Buffalo, New York",-1
12650,Want to Run  New York City Marathon? Get Out Your Checkbook,-1
14338,Sarkozy ends French job ban for Eastern Europeans,-1
6187,Colombian soldiers killed by rebel group,-1
10148,Palin Signs Deal to Write a Memoir,-1
14299,"Tropical Storm Alpha forms, breaks Atlantic storm record",-1
7448,Speculation About Where Clinton Will Travel First,-1
7820,Goalies Make Difference in Rangers-Capitals Series,-1
7689,Volcano in Alaska Simmers Down,-1
10837,Gas explosion in Russian shopping center kills 24,-1
8948,"Google launches web browser, dubbed Chrome",-1
1798,"Chelsea Clinton marries Marc Mezvinsky in Rhinebeck, New York",-1
9562,Russian embassy attacked by Molotov cocktails in Minsk,-1
10635,"After Long Layoff, Baker-Finch Back at Colonial, Site of First PGA Win in 1989",-1
1809,"With Leader Captured, Congo Rebel Force Is Dissolving",-1
10112,Cairo blast kills 3,-1
4756,Elgato Sytems Offers TV Software for the Mac,-1
14524,"Union Membership Up Sharply in 2008, Report Says",-1
14799,Round 1 Ticket Holders to Get Rain Checks or Refunds,-1
2119,US retailer Circuit City files for bankruptcy protection,-1
292,Study Finds Immigration Courtrooms Backlogged,-1
1438,Bomb explosion in Pakistani market kills 49,-1
13252,U.S. Retail Sales Rose in May,-1
4717,Dutch MP advocates proscription of Koran,-1
8523,Boxer Ricardo Williams Jr. Leaves Prison and Returns to the Ring,-1
3347,Chicago White Sox win 2005 World Series baseball championship,-1
5027,S.E.C. Faces Fresh Scrutiny Over Trading Inquiry at Lehman,-1
10318,New human HIV strain discovered in France,-1
6403,Eight killed in suicide bombing in Algeria,-1
9856,Scott Brown wins special election for Massachusetts's Senate seat in upset victory,-1
13562,Lord Falconer proposes bill to legalise assisted dying for terminal ill in UK,-1
8737,US Supreme Court allows 'light' cigarettes lawsuits,-1
7432,Bush marks 265th anniversary of birth of Thomas Jefferson,-1
13517,Sunni Lawmaker Assassinated in Iraq,-1
5744,Republicans criticize Sen. Clinton for comparing Bush to Mad magazine character,-1
10722,BBC to cut Electric Proms for financial reasons,-1
14547,The Vice  and the  Virtue of Marketing,-1
12524,Somali pirates launch attack on oil tanker,-1
14348,"Bruised by Google, Microsoft Tries to Revitalize Search",-1
9325,Tentative Deal by G.M. to Sell Opel Stake,-1
6707,Norwegian museum claims Adolf Hitler drew Disney cartoons on painting,-1
9671,England beat India in one-day cricket series opener,-1
11611,Irish economy sees biggest contraction in decades,-1
14302,Explosion kills 42 miners in northern China; 27 missing,-1
10201,Police evict Vestas protesters,-1
5141,"Józef Rotblat, 1995 Nobel Peace Prize winner, dies",-1
6896,"Police call off search for missing woman in Georgia, USA",-1
5645,US Treasury Department unveils new ten-dollar bill,-1
2490,Ariane 5 rocket launches first Automated Transfer Vehicle,-1
11054,Cashmere Makers in China Are Feeling a Chill,-1
2557,Squirrel banned from Finnish supermarket,-1
4461,Rescue efforts underway after China earthquake,-1
11584,New bird flu outbreaks reported in Europe,-1
8888,Demonstrations planned to protest internet censorship in Finland,-1
440,U.S. Republican Party television ad bashes Canada,-1
15053,European Soccer Wrestles With Its Inner Demons,-1
15239,Serbian Parliament members accuse NGOs of anti-Serbian campaign,-1
9497,Hubble Space Telescope running on two gyroscopes,-1
12211,Revamped Nuggets Have Reason to Hope,-1
12331,Swiss mountaineer Erhard Loretan dies in climbing accident,-1
1213,Indiana Department of Homeland Security violates Wikipedia copyright,-1
12682,Anti-Scientology protest material removed from YouTube following threats of legal action,-1
3033,Fußball-Bundesliga 2008–09: Goalkeeper Butt signs with Bayern Munich,-1
12190,Pillow Fights at the Four Seasons,-1
12816,Jemaah Islamiyah leader Mas Selamat escapes from Singapore prison,-1
13870,Serial killer sentenced to death in Swaziland,-1
839,Civilians dead following U.S. air strike on 'terrorist compound',-1
13132,U.S. to Extend Its Job Benefits to Gay Partners,-1
7477,University of Missouri Hospital in lockdown after 'violent individual' attempts to gain access to building,-1
14494,Southern Hemisphere Rugby Trounces North Yet Again,-1
11803,Triple limb-reattachment fails - boy loses foot,-1
3275,Controversial wind farm approved by US government,-1
15456,Stay Dry on Golf Course by Following Some  Family Wisdom,-1
7299,"Small explosion investigated in Times Square, New York",-1
8817,"Intel Plans to Cut at Least 5,000 Jobs",-1
4053,Seattle Police Chief May Be Next Drug Czar,-1
13064,"Sixteen policemen killed in suspected terrorist attack in Xinjiang, China",-1
10033,Afghanistan women protest Shia Family Law,-1
7815,Romanian Commercial Bank to launch smart cards in early April,-1
7433,G.E. to Reduce Its Dividend,-1
9105,Housing Construction Fell Again in March,-1
9789,"Iran hangs three suspects for mosque bombing, blames U.S. and Israel",-1
12848,Ex-Credit Suisse Executive Named to Run UBS,-1
11264,Anti-terror amendments to be rushed through Australian parliament because of new 'potential threats',-1
3205,2006 Algarve Cup Preparations,-1
7775,"Clippers Want Griffin, but Little Else in N.B.A. Draft Is Clear",-1
7640,"Sharing the Teixeira Name, but Little Else",-1
14125,Saab Moves to Separate Itself From G.M.,-1
10888,"Body of alumnus found at Rensselaer Polytechnic Institute, New York",-1
7090,Noosa through to 2013 Sunshine Coast Rugby Union Grand Final,-1
4098,Riots in Greece enter fourth night,-1
7768,Out of School but In the Game,-1
